Gene.name	Gene.stable.ID	Mouse.gene.stable.ID	Mouse.gene.name
AC135068.8	ENSG00000281179	ENSMUSG00000095589	Ighv1-55
AC135068.8	ENSG00000281179	ENSMUSG00000103254	Ighv1-15
AC135068.8	ENSG00000281179	ENSMUSG00000095127	Ighv1-82
AC135068.8	ENSG00000281179	ENSMUSG00000094689	Ighv1-81
AC135068.8	ENSG00000281179	ENSMUSG00000094502	Ighv1-69
AC135068.8	ENSG00000281179	ENSMUSG00000094694	Ighv1-9
AC135068.8	ENSG00000281179	ENSMUSG00000096078	Ighv1-62-2
AC135068.8	ENSG00000281179	ENSMUSG00000095583	Ighv14-2
AC135068.8	ENSG00000281179	ENSMUSG00000095554	Ighv1-16
AC135068.8	ENSG00000281179	ENSMUSG00000095200	Ighv1-7
AC135068.8	ENSG00000281179	ENSMUSG00000095130	Ighv1-39
AC135068.8	ENSG00000281179	ENSMUSG00000096499	Ighv1-5
AC135068.8	ENSG00000281179	ENSMUSG00000102888	Ighv1-11
AC135068.8	ENSG00000281179	ENSMUSG00000093894	Ighv1-53
AC135068.8	ENSG00000281179	ENSMUSG00000094241	Ighv1-24
AC135068.8	ENSG00000281179	ENSMUSG00000094509	Ighv14-1
AC135068.8	ENSG00000281179	ENSMUSG00000094088	Ighv1-64
AC135068.8	ENSG00000281179	ENSMUSG00000094075	Ighv1-80
AC135068.8	ENSG00000281179	ENSMUSG00000094051	Ighv1-36
AC135068.8	ENSG00000281179	ENSMUSG00000095889	Ighv1-58
AC135068.8	ENSG00000281179	ENSMUSG00000096649	Ighv1-31
AC135068.8	ENSG00000281179	ENSMUSG00000096577	Ighv1-71
AC135068.8	ENSG00000281179	ENSMUSG00000096452	Ighv1-77
AC135068.8	ENSG00000281179	ENSMUSG00000095197	Ighv1-59
AC135068.8	ENSG00000281179	ENSMUSG00000095519	Ighv1-66
AC135068.8	ENSG00000281179	ENSMUSG00000094546	Ighv1-26
AC135068.8	ENSG00000281179	ENSMUSG00000096672	Ighv1-63
AC135068.8	ENSG00000281179	ENSMUSG00000094198	Ighv1-50
AC135068.8	ENSG00000281179	ENSMUSG00000076688	Ighv15-2
AC135068.8	ENSG00000281179	ENSMUSG00000076709	Ighv1-47
AC135068.8	ENSG00000281179	ENSMUSG00000095863	Ighv1-67
AC135068.8	ENSG00000281179	ENSMUSG00000094652	Ighv1-42
AC135068.8	ENSG00000281179	ENSMUSG00000096074	Ighv1-72
AC135068.8	ENSG00000281179	ENSMUSG00000096767	Ighv1-62-3
AC135068.8	ENSG00000281179	ENSMUSG00000103290	Ighv1-23
AC135068.8	ENSG00000281179	ENSMUSG00000095642	Ighv14-3
AC135068.8	ENSG00000281179	ENSMUSG00000096150	Ighv1-85
AC135068.8	ENSG00000281179	ENSMUSG00000094940	Ighv1-84
AC135068.8	ENSG00000281179	ENSMUSG00000095442	Ighv1-4
AC135068.8	ENSG00000281179	ENSMUSG00000096326	Ighv1-78
AC135068.8	ENSG00000281179	ENSMUSG00000076695	Ighv1-18
AC135068.8	ENSG00000281179	ENSMUSG00000095204	Ighv1-52
AC135068.8	ENSG00000281179	ENSMUSG00000076666	Ighv14-4
AC135068.8	ENSG00000281179	ENSMUSG00000094087	Ighv1-61
AC135068.8	ENSG00000281179	ENSMUSG00000094787	Ighv1-54
AC135068.8	ENSG00000281179	ENSMUSG00000095761	Ighv1-20
AC135068.8	ENSG00000281179	ENSMUSG00000096410	Ighv1-19
AC135068.8	ENSG00000281179	ENSMUSG00000093896	Ighv1-76
AC135068.8	ENSG00000281179	ENSMUSG00000096020	Ighv1-75
AC135068.8	ENSG00000281179	ENSMUSG00000102313	Ighv1-62-1
AC135068.8	ENSG00000281179	ENSMUSG00000095859	Ighv1-43
HLA-DOB	ENSG00000241106	ENSMUSG00000041538	H2-Ob
CNNM3	ENSG00000168763	ENSMUSG00000001138	Cnnm3
GNAT1	ENSG00000114349	ENSMUSG00000034837	Gnat1
COA5	ENSG00000183513	ENSMUSG00000026112	Coa5
ODC1	ENSG00000115758	ENSMUSG00000011179	Odc1
PCP4	ENSG00000183036	ENSMUSG00000090223	Pcp4
IL12RB1	ENSG00000096996	ENSMUSG00000000791	Il12rb1
SOD2	ENSG00000285441	ENSMUSG00000006818	Sod2
ACAT2	ENSG00000120437	ENSMUSG00000062480	Acat3
ACAT2	ENSG00000120437	ENSMUSG00000023832	Acat2
WNT8B	ENSG00000075290	ENSMUSG00000036961	Wnt8b
PLA2R1	ENSG00000153246	ENSMUSG00000054580	Pla2r1
SEZ6L	ENSG00000100095	ENSMUSG00000058153	Sez6l
AL669918.1	ENSG00000250264	ENSMUSG00000024339	Tap2
ENPP1	ENSG00000197594	ENSMUSG00000037370	Enpp1
ANKRD23	ENSG00000163126	ENSMUSG00000067653	Ankrd23
ANKRD23	ENSG00000163126	ENSMUSG00000109510	Gm42417
TAP2	ENSG00000204267	ENSMUSG00000024339	Tap2
TTC17	ENSG00000052841	ENSMUSG00000027194	Ttc17
AP000646.1	ENSG00000285509	ENSMUSG00000037287	Tbcel
HYKK	ENSG00000188266	ENSMUSG00000035878	Hykk
TECTA	ENSG00000109927	ENSMUSG00000037705	Tecta
PIK3R1	ENSG00000145675	ENSMUSG00000041417	Pik3r1
SEL1L3	ENSG00000091490	ENSMUSG00000029189	Sel1l3
FOXD4L4	ENSG00000184659	ENSMUSG00000051490	Foxd4
TCP1	ENSG00000120438	ENSMUSG00000068039	Tcp1
OR10A6	ENSG00000279000	ENSMUSG00000056946	Olfr512
OR10A6	ENSG00000279000	ENSMUSG00000066239	Olfr519
OR10A6	ENSG00000279000	ENSMUSG00000066241	Olfr514
OR10A6	ENSG00000279000	ENSMUSG00000062434	Olfr516
OR10A6	ENSG00000279000	ENSMUSG00000066240	Olfr517
OR10A6	ENSG00000279000	ENSMUSG00000046431	Olfr518
DENND11	ENSG00000257093	ENSMUSG00000037172	E330009J07Rik
PTN	ENSG00000105894	ENSMUSG00000029838	Ptn
OR10A3	ENSG00000170683	ENSMUSG00000056946	Olfr512
OR10A3	ENSG00000170683	ENSMUSG00000066239	Olfr519
OR10A3	ENSG00000170683	ENSMUSG00000066241	Olfr514
OR10A3	ENSG00000170683	ENSMUSG00000062434	Olfr516
OR10A3	ENSG00000170683	ENSMUSG00000066240	Olfr517
OR10A3	ENSG00000170683	ENSMUSG00000046431	Olfr518
TAF1	ENSG00000147133	ENSMUSG00000031314	Taf1
OFD1	ENSG00000046651	ENSMUSG00000040586	Ofd1
HIPK2	ENSG00000064393	ENSMUSG00000061436	Hipk2
KDSR	ENSG00000119537	ENSMUSG00000009905	Kdsr
KRCC1	ENSG00000172086	ENSMUSG00000053012	Krcc1
OR2W1	ENSG00000204704	ENSMUSG00000060404	Olfr1369-ps1
OR2W1	ENSG00000204704	ENSMUSG00000071522	Olfr263
AGK	ENSG00000006530	ENSMUSG00000029916	Agk
ANKRD39	ENSG00000213337	ENSMUSG00000079610	Ankrd39
GALC	ENSG00000054983	ENSMUSG00000021003	Galc
C16orf91	ENSG00000174109	ENSMUSG00000067722	BC003965
NLRP10	ENSG00000182261	ENSMUSG00000049709	Nlrp10
AL032819.3	ENSG00000284395	ENSMUSG00000114245	Gm38655
TBCEL	ENSG00000154114	ENSMUSG00000037287	Tbcel
THUMPD2	ENSG00000138050	ENSMUSG00000024246	Thumpd2
MEI4	ENSG00000269964	ENSMUSG00000043289	Mei4
MAST3	ENSG00000099308	ENSMUSG00000031833	Mast3
RAMACL	ENSG00000235272	ENSMUSG00000038646	Ramac
RAMACL	ENSG00000235272	ENSMUSG00000074826	Gm10767
ZFP92	ENSG00000189420	ENSMUSG00000031374	Zfp92
MTMR3	ENSG00000100330	ENSMUSG00000034354	Mtmr3
UBXN1	ENSG00000162191	ENSMUSG00000071655	Ubxn1
CCDC154	ENSG00000197599	ENSMUSG00000059562	Ccdc154
MZT2A	ENSG00000173272	ENSMUSG00000022671	Mzt2
CLEC10A	ENSG00000132514	ENSMUSG00000000318	Clec10a
CLEC10A	ENSG00000132514	ENSMUSG00000040950	Mgl2
API5	ENSG00000166181	ENSMUSG00000027193	Api5
GK	ENSG00000198814	ENSMUSG00000025059	Gk
FNIP1	ENSG00000217128	ENSMUSG00000035992	Fnip1
CAMKK1	ENSG00000004660	ENSMUSG00000020785	Camkk1
COQ10B	ENSG00000115520	ENSMUSG00000025981	Coq10b
SMIM20	ENSG00000250317	ENSMUSG00000061461	Smim20
RER1	ENSG00000157916	ENSMUSG00000029048	Rer1
WDR81	ENSG00000167716	ENSMUSG00000045374	Wdr81
RWDD2A	ENSG00000013392	ENSMUSG00000032417	Rwdd2a
SLC45A1	ENSG00000162426	ENSMUSG00000039838	Slc45a1
DOP1A	ENSG00000083097	ENSMUSG00000034973	Dop1a
LOXL4	ENSG00000138131	ENSMUSG00000025185	Loxl4
DNAH1	ENSG00000114841	ENSMUSG00000019027	Dnah1
PCNT	ENSG00000160299	ENSMUSG00000001151	Pcnt
WNK3	ENSG00000196632	ENSMUSG00000041245	Wnk3
YAE1	ENSG00000241127	ENSMUSG00000075054	Yae1d1
SLC6A20	ENSG00000163817	ENSMUSG00000025243	Slc6a20b
SLC6A20	ENSG00000163817	ENSMUSG00000036814	Slc6a20a
GSTT2B	ENSG00000133433	ENSMUSG00000033318	Gstt2
EXOC1	ENSG00000090989	ENSMUSG00000036435	Exoc1
CPA6	ENSG00000165078	ENSMUSG00000042501	Cpa6
GABRP	ENSG00000094755	ENSMUSG00000020159	Gabrp
PEX10	ENSG00000157911	ENSMUSG00000029047	Pex10
HLA-E	ENSG00000204592	ENSMUSG00000053835	H2-T24
NT5C1B	ENSG00000185013	ENSMUSG00000020622	Nt5c1b
RARS	ENSG00000113643	ENSMUSG00000018848	Rars
FOCAD	ENSG00000188352	ENSMUSG00000038368	Focad
AP000471.1	ENSG00000286224	ENSMUSG00000117965	AC141477.1
DHRS13	ENSG00000167536	ENSMUSG00000020834	Dhrs13
RAPGEF6	ENSG00000158987	ENSMUSG00000037533	Rapgef6
NIN	ENSG00000100503	ENSMUSG00000021068	Nin
SMARCA2	ENSG00000080503	ENSMUSG00000024921	Smarca2
CHID1	ENSG00000177830	ENSMUSG00000025512	Chid1
AQP3	ENSG00000165272	ENSMUSG00000028435	Aqp3
SLC8A1	ENSG00000183023	ENSMUSG00000054640	Slc8a1
IFITM5	ENSG00000206013	ENSMUSG00000110104	Gm45717
IFITM5	ENSG00000206013	ENSMUSG00000025489	Ifitm5
SLC34A1	ENSG00000131183	ENSMUSG00000021490	Slc34a1
CNOT7	ENSG00000198791	ENSMUSG00000031601	Cnot7
SMAD2	ENSG00000175387	ENSMUSG00000024563	Smad2
LACTBL1	ENSG00000215906	ENSMUSG00000070683	Lactbl1
TEX46	ENSG00000227868	ENSMUSG00000036921	Tex46
SV2C	ENSG00000122012	ENSMUSG00000051111	Sv2c
GNB2	ENSG00000172354	ENSMUSG00000029713	Gnb2
EFCAB9	ENSG00000214360	ENSMUSG00000044056	Efcab9
PCIF1	ENSG00000100982	ENSMUSG00000039849	Pcif1
PGM3	ENSG00000013375	ENSMUSG00000056131	Pgm3
UBTD2	ENSG00000168246	ENSMUSG00000044949	Ubtd2
FADD	ENSG00000168040	ENSMUSG00000031077	Fadd
NADK2	ENSG00000152620	ENSMUSG00000022253	Nadk2
OTUB2	ENSG00000089723	ENSMUSG00000021203	Otub2
GLB1L2	ENSG00000149328	ENSMUSG00000036395	Glb1l2
TOX	ENSG00000198846	ENSMUSG00000041272	Tox
RHBDF1	ENSG00000007384	ENSMUSG00000020282	Rhbdf1
GSTT2	ENSG00000099984	ENSMUSG00000033318	Gstt2
LRRC3	ENSG00000160233	ENSMUSG00000051652	Lrrc3
CBWD6	ENSG00000215126	ENSMUSG00000024878	Cbwd1
PRR36	ENSG00000183248	ENSMUSG00000064125	Prr36
DDX24	ENSG00000089737	ENSMUSG00000041645	Ddx24
AKR1B10	ENSG00000198074	ENSMUSG00000061758	Akr1b10
AKR1B10	ENSG00000198074	ENSMUSG00000052131	Akr1b7
AKR1B10	ENSG00000198074	ENSMUSG00000029762	Akr1b8
HORMAD2	ENSG00000176635	ENSMUSG00000020419	Hormad2
AC253536.7	ENSG00000285762	ENSMUSG00000001666	Ddt
DDT	ENSG00000099977	ENSMUSG00000001666	Ddt
LRRC8E	ENSG00000171017	ENSMUSG00000046589	Lrrc8e
GRIPAP1	ENSG00000068400	ENSMUSG00000031153	Gripap1
CYP3A5	ENSG00000106258	ENSMUSG00000070419	Cyp3a57
CYP3A5	ENSG00000106258	ENSMUSG00000075552	Cyp3a41b
CYP3A5	ENSG00000106258	ENSMUSG00000038656	Cyp3a16
CYP3A5	ENSG00000106258	ENSMUSG00000029727	Cyp3a13
CYP3A5	ENSG00000106258	ENSMUSG00000056035	Cyp3a11
CYP3A5	ENSG00000106258	ENSMUSG00000054417	Cyp3a44
CYP3A5	ENSG00000106258	ENSMUSG00000029630	Cyp3a25
CYP3A5	ENSG00000106258	ENSMUSG00000061292	Cyp3a59
CYP3A5	ENSG00000106258	ENSMUSG00000075551	Cyp3a41a
TP53BP1	ENSG00000067369	ENSMUSG00000043909	Trp53bp1
CEP72	ENSG00000112877	ENSMUSG00000021572	Cep72
PFN3	ENSG00000196570	ENSMUSG00000044444	Pfn3
PRAG1	ENSG00000275342	ENSMUSG00000050271	Prag1
MICU2	ENSG00000165487	ENSMUSG00000021973	Micu2
GALNTL5	ENSG00000106648	ENSMUSG00000028938	Galntl5
CLPTM1L	ENSG00000049656	ENSMUSG00000021610	Clptm1l
PHKA1	ENSG00000067177	ENSMUSG00000034055	Phka1
GATA4	ENSG00000136574	ENSMUSG00000021944	Gata4
PYROXD2	ENSG00000119943	ENSMUSG00000060224	Pyroxd2
ARHGEF39	ENSG00000137135	ENSMUSG00000051517	Arhgef39
TPPP	ENSG00000171368	ENSMUSG00000021573	Tppp
ZNF569	ENSG00000196437	ENSMUSG00000059975	Zfp74
DPCD	ENSG00000166171	ENSMUSG00000041035	Gm17018
NOL6	ENSG00000165271	ENSMUSG00000028430	Nol6
ZNF570	ENSG00000171827	ENSMUSG00000037001	Zfp39
NT5C1B-RDH14	ENSG00000250741	ENSMUSG00000020622	Nt5c1b
MCM8	ENSG00000125885	ENSMUSG00000027353	Mcm8
CIB3	ENSG00000141977	ENSMUSG00000074240	Cib3
CLDN23	ENSG00000253958	ENSMUSG00000055976	Cldn23
CA9	ENSG00000107159	ENSMUSG00000028463	Car9
POLL	ENSG00000166169	ENSMUSG00000025218	Poll
VPS13C	ENSG00000129003	ENSMUSG00000035284	Vps13c
IRAK1BP1	ENSG00000146243	ENSMUSG00000032251	Irak1bp1
FBLL1	ENSG00000188573	ENSMUSG00000051062	Fbll1
CCDC107	ENSG00000159884	ENSMUSG00000028461	Ccdc107
MFHAS1	ENSG00000147324	ENSMUSG00000070056	Mfhas1
VOPP1	ENSG00000154978	ENSMUSG00000037788	Vopp1
KCNE2	ENSG00000159197	ENSMUSG00000039672	Kcne2
LRATD2	ENSG00000168672	ENSMUSG00000072568	Lratd2
SLC5A3	ENSG00000198743	ENSMUSG00000089774	Slc5a3
AOPEP	ENSG00000148120	ENSMUSG00000021458	Aopep
BPGM	ENSG00000172331	ENSMUSG00000038871	Bpgm
FAM204A	ENSG00000165669	ENSMUSG00000057858	Fam204a
PHIP	ENSG00000146247	ENSMUSG00000032253	Phip
NDUFAF6	ENSG00000156170	ENSMUSG00000050323	Ndufaf6
GSTCD	ENSG00000138780	ENSMUSG00000028018	Gstcd
MRPS6	ENSG00000243927	ENSMUSG00000039680	Mrps6
PANK3	ENSG00000120137	ENSMUSG00000018846	Pank3
ENOX2	ENSG00000165675	ENSMUSG00000031109	Enox2
RDH14	ENSG00000240857	ENSMUSG00000020621	Rdh14
MPG	ENSG00000103152	ENSMUSG00000020287	Mpg
POU5F1B	ENSG00000212993	ENSMUSG00000024406	Pou5f1
IFITM2	ENSG00000185201	ENSMUSG00000025491	Ifitm1
IFITM2	ENSG00000185201	ENSMUSG00000060591	Ifitm2
IFITM2	ENSG00000185201	ENSMUSG00000065968	Ifitm7
IFITM2	ENSG00000185201	ENSMUSG00000059108	Ifitm6
IFITM2	ENSG00000185201	ENSMUSG00000025492	Ifitm3
KDM1B	ENSG00000165097	ENSMUSG00000038080	Kdm1b
IFITM1	ENSG00000185885	ENSMUSG00000025491	Ifitm1
IFITM1	ENSG00000185885	ENSMUSG00000060591	Ifitm2
IFITM1	ENSG00000185885	ENSMUSG00000065968	Ifitm7
IFITM1	ENSG00000185885	ENSMUSG00000059108	Ifitm6
IFITM1	ENSG00000185885	ENSMUSG00000025492	Ifitm3
RNF183	ENSG00000165188	ENSMUSG00000063851	Rnf183
SMYD1	ENSG00000115593	ENSMUSG00000055027	Smyd1
NPRL3	ENSG00000103148	ENSMUSG00000020289	Nprl3
SERPINE2	ENSG00000135919	ENSMUSG00000026249	Serpine2
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000070419	Cyp3a57
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000075552	Cyp3a41b
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000038656	Cyp3a16
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000029727	Cyp3a13
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000056035	Cyp3a11
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000054417	Cyp3a44
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000029630	Cyp3a25
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000061292	Cyp3a59
CYP3A7-CYP3A51P	ENSG00000282301	ENSMUSG00000075551	Cyp3a41a
PRKY	ENSG00000099725	ENSMUSG00000035725	Prkx
ARHGEF38	ENSG00000236699	ENSMUSG00000040969	Arhgef38
AL035461.3	ENSG00000286235	ENSMUSG00000027353	Mcm8
IFITM3	ENSG00000142089	ENSMUSG00000025491	Ifitm1
IFITM3	ENSG00000142089	ENSMUSG00000060591	Ifitm2
IFITM3	ENSG00000142089	ENSMUSG00000065968	Ifitm7
IFITM3	ENSG00000142089	ENSMUSG00000059108	Ifitm6
IFITM3	ENSG00000142089	ENSMUSG00000025492	Ifitm3
CRLS1	ENSG00000088766	ENSMUSG00000027357	Crls1
KRTAP5-8	ENSG00000241233	ENSMUSG00000110091	Gm39115
KRTAP5-8	ENSG00000241233	ENSMUSG00000073786	Gm7579
KRTAP5-8	ENSG00000241233	ENSMUSG00000110061	Gm45337
CYP3A7	ENSG00000160870	ENSMUSG00000070419	Cyp3a57
CYP3A7	ENSG00000160870	ENSMUSG00000075552	Cyp3a41b
CYP3A7	ENSG00000160870	ENSMUSG00000038656	Cyp3a16
CYP3A7	ENSG00000160870	ENSMUSG00000029727	Cyp3a13
CYP3A7	ENSG00000160870	ENSMUSG00000056035	Cyp3a11
CYP3A7	ENSG00000160870	ENSMUSG00000054417	Cyp3a44
CYP3A7	ENSG00000160870	ENSMUSG00000029630	Cyp3a25
CYP3A7	ENSG00000160870	ENSMUSG00000061292	Cyp3a59
CYP3A7	ENSG00000160870	ENSMUSG00000075551	Cyp3a41a
MRGPRX1	ENSG00000170255	ENSMUSG00000093973	Mrgpra2a
MRGPRX1	ENSG00000170255	ENSMUSG00000074111	Mrgpra9
MRGPRX1	ENSG00000170255	ENSMUSG00000070550	Mrgprb4
MRGPRX1	ENSG00000170255	ENSMUSG00000070546	Mrgprb3
MRGPRX1	ENSG00000170255	ENSMUSG00000050870	Mrgprb8
MRGPRX1	ENSG00000170255	ENSMUSG00000070551	Mrgprb5
MRGPRX1	ENSG00000170255	ENSMUSG00000096719	Mrgpra2b
MRGPRX1	ENSG00000170255	ENSMUSG00000050425	Mrgprb2
MRGPRX1	ENSG00000170255	ENSMUSG00000074109	Mrgprx2
MRGPRX1	ENSG00000170255	ENSMUSG00000050650	Mrgpra1
MRGPRX1	ENSG00000170255	ENSMUSG00000052303	Mrgpra6
MRGPRX1	ENSG00000170255	ENSMUSG00000070547	Mrgprb1
MRGPRX1	ENSG00000170255	ENSMUSG00000070552	Mrgprx1
MRGPRX1	ENSG00000170255	ENSMUSG00000067173	Mrgpra4
MRGPRX1	ENSG00000170255	ENSMUSG00000078698	Mrgpra3
F9	ENSG00000101981	ENSMUSG00000031138	F9
INTS12	ENSG00000138785	ENSMUSG00000028016	Ints12
SOGA1	ENSG00000149639	ENSMUSG00000055485	Soga1
KDM1A	ENSG00000004487	ENSMUSG00000036940	Kdm1a
KNSTRN	ENSG00000128944	ENSMUSG00000027331	Knstrn
TUBGCP4	ENSG00000137822	ENSMUSG00000027263	Tubgcp4
C1orf127	ENSG00000175262	ENSMUSG00000070577	Gm572
TREX2	ENSG00000183479	ENSMUSG00000031372	Trex2
SLIT3	ENSG00000184347	ENSMUSG00000056427	Slit3
INTS8	ENSG00000164941	ENSMUSG00000040738	Ints8
ZSWIM7	ENSG00000214941	ENSMUSG00000014243	Zswim7
TAB3	ENSG00000157625	ENSMUSG00000035476	Tab3
ANKRD61	ENSG00000157999	ENSMUSG00000029607	Ankrd61
TPT1	ENSG00000133112	ENSMUSG00000060126	Tpt1
EIF2AK1	ENSG00000086232	ENSMUSG00000029613	Eif2ak1
MOB4	ENSG00000115540	ENSMUSG00000025979	Mob4
SH3PXD2B	ENSG00000174705	ENSMUSG00000040711	Sh3pxd2b
MYO7A	ENSG00000137474	ENSMUSG00000030761	Myo7a
GLRX5	ENSG00000182512	ENSMUSG00000021102	Glrx5
DGKB	ENSG00000136267	ENSMUSG00000036095	Dgkb
FABP1	ENSG00000163586	ENSMUSG00000054422	Fabp1
OR4M2	ENSG00000274102	ENSMUSG00000045306	Olfr734
OR4N4	ENSG00000183706	ENSMUSG00000090874	Olfr733
OR4N4	ENSG00000183706	ENSMUSG00000091873	Olfr732
POLR2F	ENSG00000100142	ENSMUSG00000033020	Polr2f
PLCH2	ENSG00000149527	ENSMUSG00000029055	Plch2
AC134980.3	ENSG00000285472	ENSMUSG00000090874	Olfr733
AC134980.3	ENSG00000285472	ENSMUSG00000091873	Olfr732
NOP58	ENSG00000055044	ENSMUSG00000026020	Nop58
UNC50	ENSG00000115446	ENSMUSG00000026111	Unc50
SCTR	ENSG00000080293	ENSMUSG00000026387	Sctr
HAUS7	ENSG00000213397	ENSMUSG00000031371	Haus7
MRGPRX2	ENSG00000183695	ENSMUSG00000093973	Mrgpra2a
MRGPRX2	ENSG00000183695	ENSMUSG00000074111	Mrgpra9
MRGPRX2	ENSG00000183695	ENSMUSG00000070550	Mrgprb4
MRGPRX2	ENSG00000183695	ENSMUSG00000070546	Mrgprb3
MRGPRX2	ENSG00000183695	ENSMUSG00000050870	Mrgprb8
MRGPRX2	ENSG00000183695	ENSMUSG00000070551	Mrgprb5
MRGPRX2	ENSG00000183695	ENSMUSG00000096719	Mrgpra2b
MRGPRX2	ENSG00000183695	ENSMUSG00000050425	Mrgprb2
MRGPRX2	ENSG00000183695	ENSMUSG00000074109	Mrgprx2
MRGPRX2	ENSG00000183695	ENSMUSG00000050650	Mrgpra1
MRGPRX2	ENSG00000183695	ENSMUSG00000052303	Mrgpra6
MRGPRX2	ENSG00000183695	ENSMUSG00000070547	Mrgprb1
MRGPRX2	ENSG00000183695	ENSMUSG00000070552	Mrgprx1
MRGPRX2	ENSG00000183695	ENSMUSG00000067173	Mrgpra4
MRGPRX2	ENSG00000183695	ENSMUSG00000078698	Mrgpra3
DGKI	ENSG00000157680	ENSMUSG00000038665	Dgki
BFSP1	ENSG00000125864	ENSMUSG00000027420	Bfsp1
NPNT	ENSG00000168743	ENSMUSG00000040998	Npnt
LRRN4CL	ENSG00000177363	ENSMUSG00000071656	Lrrn4cl
LUZP1	ENSG00000169641	ENSMUSG00000001089	Luzp1
GPR68	ENSG00000119714	ENSMUSG00000047415	Gpr68
TSR2	ENSG00000158526	ENSMUSG00000025264	Tsr2
AC008695.1	ENSG00000273217	ENSMUSG00000037533	Rapgef6
FGD1	ENSG00000102302	ENSMUSG00000025265	Fgd1
AIMP2	ENSG00000106305	ENSMUSG00000029610	Aimp2
CYP1A2	ENSG00000140505	ENSMUSG00000032310	Cyp1a2
B3GAT1	ENSG00000109956	ENSMUSG00000045994	B3gat1
ZSCAN29	ENSG00000140265	ENSMUSG00000050619	Zscan29
HRH1	ENSG00000196639	ENSMUSG00000053004	Hrh1
SOX10	ENSG00000100146	ENSMUSG00000033006	Sox10
PCDH8	ENSG00000136099	ENSMUSG00000036422	Pcdh8
ARHGEF28	ENSG00000214944	ENSMUSG00000021662	Arhgef28
C6orf58	ENSG00000184530	ENSMUSG00000015519	2310057J18Rik
FGF9	ENSG00000102678	ENSMUSG00000021974	Fgf9
SLC25A30	ENSG00000174032	ENSMUSG00000022003	Slc25a30
C22orf23	ENSG00000128346	ENSMUSG00000033029	1700088E04Rik
BPIFB4	ENSG00000186191	ENSMUSG00000074665	Bpifb4
BGN	ENSG00000182492	ENSMUSG00000031375	Bgn
CPLX4	ENSG00000166569	ENSMUSG00000024519	Cplx4
BPHL	ENSG00000137274	ENSMUSG00000038286	Bphl
HNRNPUL2	ENSG00000214753	ENSMUSG00000118124	Gm50139
HNRNPUL2	ENSG00000214753	ENSMUSG00000071659	Hnrnpul2
SCG5	ENSG00000166922	ENSMUSG00000023236	Scg5
EPAS1	ENSG00000116016	ENSMUSG00000024140	Epas1
CNBD1	ENSG00000176571	ENSMUSG00000073991	Cnbd1
VPS4B	ENSG00000119541	ENSMUSG00000009907	Vps4b
LMAN1	ENSG00000074695	ENSMUSG00000041891	Lman1
RFC1	ENSG00000035928	ENSMUSG00000029191	Rfc1
RNF151	ENSG00000179580	ENSMUSG00000008482	Rnf151
BSCL2	ENSG00000168000	ENSMUSG00000071657	Bscl2
GGT2	ENSG00000133475	ENSMUSG00000006345	Ggt1
WEE1	ENSG00000166483	ENSMUSG00000031016	Wee1
RASGRP2	ENSG00000068831	ENSMUSG00000032946	Rasgrp2
NCOR1	ENSG00000141027	ENSMUSG00000018501	Ncor1
FOXD4L6	ENSG00000273514	ENSMUSG00000051490	Foxd4
ARAP2	ENSG00000047365	ENSMUSG00000037999	Arap2
DST	ENSG00000151914	ENSMUSG00000026131	Dst
PIN1	ENSG00000127445	ENSMUSG00000074997	Pin1rt1
PIN1	ENSG00000127445	ENSMUSG00000032171	Pin1
ADK	ENSG00000156110	ENSMUSG00000039197	Adk
TUBB2A	ENSG00000137267	ENSMUSG00000058672	Tubb2a
ERI1	ENSG00000104626	ENSMUSG00000031527	Eri1
NKTR	ENSG00000114857	ENSMUSG00000032525	Nktr
TEX264	ENSG00000164081	ENSMUSG00000040813	Tex264
PIK3C3	ENSG00000078142	ENSMUSG00000033628	Pik3c3
LGI4	ENSG00000153902	ENSMUSG00000036560	Lgi4
RALA	ENSG00000006451	ENSMUSG00000008859	Rala
P2RX1	ENSG00000108405	ENSMUSG00000020787	P2rx1
TP53INP1	ENSG00000164938	ENSMUSG00000028211	Trp53inp1
GPM6B	ENSG00000046653	ENSMUSG00000031342	Gpm6b
ZDHHC11B	ENSG00000206077	ENSMUSG00000069189	Zdhhc11
BPIFA2	ENSG00000131050	ENSMUSG00000042459	Bpifa2
CCNE2	ENSG00000175305	ENSMUSG00000028212	Ccne2
ZNF781	ENSG00000196381	ENSMUSG00000046185	Zfp84
GREM1	ENSG00000166923	ENSMUSG00000074934	Grem1
RAD54L2	ENSG00000164080	ENSMUSG00000040661	Rad54l2
NEURL1B	ENSG00000214357	ENSMUSG00000034413	Neurl1b
CEBPG	ENSG00000153879	ENSMUSG00000056216	Cebpg
B4GALNT4	ENSG00000182272	ENSMUSG00000055629	B4galnt4
BDNF	ENSG00000176697	ENSMUSG00000048482	Bdnf
